ClientId;DataÚltimaTransição;Dias Inativos;Churn_Sim_Nao;Score_Credito;Estado;G_nero;Idade;Tempo_Cliente_Meses;Limite_Credito_Mercado;Qte_Categorias;Usa_Cartao_Credito;Programa_Fidelidade; Sum_Acumulado 
348220;23/10/2019;7;0;601;São Paulo;Feminino;38;0;0;2;1;0; $688,32 
348221;16/10/2019;14;0;730;Rio de Janeiro;Masculino;26;3;0;1;1;0; $143,93 
348222;28/07/2019;94;1;532;São Paulo;Masculino;44;3;1486;1;1;0; $311,83 
348223;09/10/2019;21;0;850;Minas Gerais;Masculino;53;2;940,8;2;1;0; $154,09 
348224;12/10/2019;18;0;779;Rio de Janeiro;Feminino;34;5;0;2;0;1; $465,32 
348225;01/10/2019;29;0;562;São Paulo;Masculino;29;9;0;1;1;1; $107,74 
348226;31/08/2019;60;1;670;Minas Gerais;Masculino;40;2;1649,5;3;0;0; $737,62 
348227;08/08/2019;83;1;729;São Paulo;Feminino;62;4;1405,5;1;1;0; $129,13 
348228;17/10/2019;13;0;767;São Paulo;Feminino;44;2;1525,1;1;1;1; $570,48 
348229;02/09/2019;58;1;742;São Paulo;Feminino;28;2;1918,6;1;1;0; $451,91 
348230;02/07/2019;120;1;669;São Paulo;Feminino;44;8;964,2;1;0;0; $548,37 
348231;19/10/2019;11;0;542;Rio de Janeiro;Masculino;32;2;1319,5;1;0;1; $665,57 
348232;04/10/2019;26;0;586;São Paulo;Masculino;29;3;0;2;1;1; $592,66 
348233;09/09/2019;51;1;612;Minas Gerais;Masculino;30;9;1429,1;1;1;0; $441,21 
348234;26/10/2019;4;0;740;São Paulo;Feminino;37;7;0;2;1;1; $809,46 
348235;01/10/2019;29;0;584;São Paulo;Masculino;35;3;1463,1;1;1;1; $439,35 
348236;06/08/2019;85;1;524;São Paulo;Masculino;52;2;878,9;1;1;0; $724,58 
348237;18/10/2019;12;0;614;São Paulo;Feminino;19;5;974,5;2;1;0; $511,76 
348238;23/08/2019;68;1;598;São Paulo;Feminino;64;9;0;1;0;1; $54,92 
348239;22/10/2019;8;0;799;Rio de Janeiro;Masculino;35;7;0;2;0;1; $586,59 
348240;10/10/2019;20;0;724;São Paulo;Masculino;34;2;1544,9;2;0;0; $327,34 
348241;28/10/2019;2;0;601;São Paulo;Masculino;50;2;1156,3;1;1;0; $774,40 
348242;22/10/2019;8;0;804;São Paulo;Masculino;25;7;1084;1;1;0; $534,49 
348243;19/10/2019;11;0;745;Minas Gerais;Masculino;38;5;651;2;1;1; $584,16 
348244;06/09/2019;54;1;667;Minas Gerais;Masculino;43;1;1030,2;1;1;0; $135,26 
348245;09/10/2019;21;0;518;São Paulo;Feminino;38;10;847,6;1;1;1; $676,06 
348246;20/10/2019;10;0;819;São Paulo;Feminino;38;10;0;2;1;0; $127,08 
348247;06/10/2019;24;0;520;Rio de Janeiro;Feminino;35;4;1156,8;1;1;1; $376,17 
348248;08/10/2019;22;0;625;São Paulo;Feminino;39;5;0;2;1;0; $135,90 
348249;30/10/2019;0;0;673;Minas Gerais;Masculino;36;5;730,9;2;0;0; $817,26 
348250;04/10/2019;26;0;656;Minas Gerais;Feminino;27;3;1509,1;2;1;0; $70,83 
348251;29/10/2019;1;0;850;Rio de Janeiro;Feminino;23;9;1430,5;1;0;1; $262,42 
348252;29/10/2019;1;0;574;Rio de Janeiro;Feminino;28;7;0;2;0;0; $773,58 
348253;03/10/2019;27;0;679;São Paulo;Masculino;60;6;0;2;1;1; $322,22 
348254;06/10/2019;24;0;530;Minas Gerais;Feminino;42;0;999,5;1;0;1; $405,58 
348255;28/10/2019;2;0;508;São Paulo;Masculino;44;3;1154,5;2;0;0; $280,14 
348256;17/10/2019;13;0;558;Minas Gerais;Masculino;32;4;1082,4;1;1;1; $599,10 
348257;20/09/2019;40;1;414;São Paulo;Masculino;38;8;0;1;0;1; $323,59 
348258;03/10/2019;27;0;648;Rio de Janeiro;Masculino;42;2;988;2;1;0; $371,35 
348259;15/10/2019;15;0;721;São Paulo;Feminino;37;1;0;2;1;0; $295,05 
348260;14/10/2019;16;0;751;São Paulo;Masculino;31;8;0;2;0;0; $73,13 
348261;26/10/2019;4;0;662;São Paulo;Masculino;34;2;0;2;0;1; $89,57 
348262;24/10/2019;6;0;628;Minas Gerais;Masculino;29;3;1131,5;2;0;1; $519,79 
348263;11/08/2019;80;1;597;Minas Gerais;Feminino;39;8;1625,3;3;1;0; $150,21 
348264;17/10/2019;13;0;698;Rio de Janeiro;Feminino;40;0;920,5;1;1;1; $598,67 
348265;13/10/2019;17;0;723;São Paulo;Masculino;48;7;0;2;1;1; $627,89 
348266;13/09/2019;47;1;586;São Paulo;Feminino;28;5;0;3;1;0; $710,36 
348267;20/10/2019;10;0;633;Minas Gerais;Feminino;29;8;1049,4;1;1;1; $407,02 
348268;17/10/2019;13;0;564;São Paulo;Masculino;31;4;0;2;1;0; $223,00 
348269;25/10/2019;5;0;649;São Paulo;Feminino;31;2;0;2;1;0; $63,34 
348270;26/10/2019;4;0;622;São Paulo;Feminino;30;4;1078,8;1;0;1; $820,39 
348271;06/08/2019;85;1;459;Minas Gerais;Masculino;46;7;1103,6;1;1;0; $20,70 
348272;20/10/2019;10;0;718;São Paulo;Masculino;27;2;0;2;0;0; $109,29 
348273;29/10/2019;1;0;655;Rio de Janeiro;Feminino;34;4;1097,8;2;1;0; $558,48 
348274;30/10/2019;0;0;696;São Paulo;Masculino;22;9;1497,8;1;1;1; $825,14 
348275;14/10/2019;16;0;637;São Paulo;Feminino;38;3;1043,4;1;0;0; $499,51 
348276;20/10/2019;10;0;630;Rio de Janeiro;Feminino;21;1;858,2;1;1;1; $554,59 
348277;30/10/2019;0;0;592;São Paulo;Masculino;37;4;2126,9;1;0;0; $734,98 
348278;23/10/2019;7;0;634;Minas Gerais;Masculino;37;1;897;2;1;1; $804,92 
348279;03/10/2019;27;0;608;São Paulo;Feminino;28;9;0;2;1;1; $521,09 
348280;11/10/2019;19;0;565;Minas Gerais;Feminino;32;9;680,7;1;1;0; $597,03 
348281;17/10/2019;13;0;763;Rio de Janeiro;Masculino;67;9;1485,6;1;0;1; $363,49 
348282;02/10/2019;28;0;665;São Paulo;Feminino;55;8;1363,5;1;1;1; $390,71 
348283;04/10/2019;26;0;649;São Paulo;Masculino;38;1;1222,1;1;0;1; $370,69 
348284;27/10/2019;3;0;695;São Paulo;Masculino;45;3;0;2;1;1; $128,31 
348285;15/10/2019;15;0;775;Minas Gerais;Masculino;70;6;1196,8;2;1;1; $310,55 
348286;17/10/2019;13;0;788;São Paulo;Feminino;39;3;1351,4;1;0;1; $471,19 
348287;22/08/2019;69;1;569;Minas Gerais;Feminino;42;9;1461;1;1;0; $135,73 
348288;09/08/2019;82;1;726;Rio de Janeiro;Feminino;56;8;1231,1;3;0;1; $542,14 
348289;16/09/2019;44;1;564;Minas Gerais;Feminino;44;3;1117,6;3;1;1; $436,34 
348290;29/10/2019;1;0;544;São Paulo;Feminino;32;9;1107,3;1;1;1; $60,67 
348291;28/10/2019;2;0;614;São Paulo;Feminino;41;8;1215,6;1;1;1; $2,50 
348292;14/10/2019;16;0;453;Minas Gerais;Feminino;38;8;1206,2;1;1;0; $540,41 
348293;25/10/2019;5;0;471;São Paulo;Feminino;58;4;1147,1;1;1;1; $151,31 
348294;01/10/2019;29;0;829;Minas Gerais;Feminino;37;3;1034,6;1;0;0; $4,64 
348295;08/10/2019;22;0;754;Minas Gerais;Masculino;57;2;1011,3;2;1;1; $295,64 
348296;16/10/2019;14;0;749;Minas Gerais;Masculino;46;10;781,4;2;1;1; $306,13 
348297;25/10/2019;5;0;667;São Paulo;Masculino;23;1;0;2;1;0; $381,55 
348298;08/10/2019;22;0;670;Rio de Janeiro;Masculino;30;3;1334,5;1;0;0; $13,15 
348299;09/10/2019;21;0;670;São Paulo;Feminino;33;7;0;2;1;1; $367,45 
348300;19/07/2019;103;1;623;Minas Gerais;Feminino;48;1;1080,8;1;1;0; $495,23 
348301;19/10/2019;11;0;571;São Paulo;Masculino;32;5;1313,5;1;1;0; $521,90 
348302;20/10/2019;10;0;641;Minas Gerais;Feminino;37;7;629,7;2;0;1; $162,57 
348303;11/10/2019;19;0;551;Minas Gerais;Feminino;30;2;1433,4;1;1;0; $607,49 
348304;09/10/2019;21;0;741;Minas Gerais;Masculino;36;8;1169,9;2;1;0; $703,40 
348305;03/10/2019;27;0;472;São Paulo;Masculino;31;4;586,6;2;0;1; $305,51 
348306;23/07/2019;99;1;650;Rio de Janeiro;Masculino;41;3;1288,1;3;0;0; $473,66 
348307;18/10/2019;12;0;625;São Paulo;Masculino;45;7;1375,6;1;0;0; $519,20 
348308;29/10/2019;1;0;650;Minas Gerais;Masculino;34;4;1423,9;1;1;1; $46,99 
348309;26/10/2019;4;0;535;São Paulo;Feminino;38;8;0;2;1;0; $569,25 
348310;05/10/2019;25;0;649;São Paulo;Feminino;41;2;1257,9;1;1;1; $293,85 
348311;26/09/2019;34;1;689;São Paulo;Masculino;22;4;1364,4;1;1;0; $216,58 
348312;30/10/2019;0;0;694;Rio de Janeiro;Masculino;38;7;1215,3;1;1;0; $472,84 
348313;24/10/2019;6;0;655;Minas Gerais;Masculino;52;9;1447;1;1;1; $204,27 
348314;13/10/2019;17;0;620;São Paulo;Masculino;36;8;0;2;1;1; $608,07 
348315;29/10/2019;1;0;577;São Paulo;Feminino;35;10;0;2;1;1; $104,84 
348316;15/09/2019;45;1;401;Minas Gerais;Masculino;48;8;1281,4;1;1;0; $732,31 
348317;19/10/2019;11;0;599;São Paulo;Masculino;25;6;1203,8;1;1;1; $103,76 
348318;28/09/2019;32;1;481;São Paulo;Feminino;57;9;0;3;1;1; $707,16 
348319;16/10/2019;14;0;704;São Paulo;Masculino;42;8;1297,4;2;1;1; $748,19 
348320;10/09/2019;50;1;698;Rio de Janeiro;Feminino;31;8;1850,8;1;0;0; $480,57 
348321;06/10/2019;24;0;480;São Paulo;Feminino;28;6;0;2;0;0; $200,55 
348322;20/10/2019;10;0;682;São Paulo;Masculino;42;0;0;1;1;1; $670,12 
348323;22/10/2019;8;0;700;Rio de Janeiro;Masculino;31;7;0;2;0;1; $604,80 
348324;26/10/2019;4;0;492;São Paulo;Masculino;29;1;1445,9;1;1;1; $817,89 
348325;09/07/2019;113;1;444;São Paulo;Feminino;45;4;0;2;1;0; $673,56 
348326;21/10/2019;9;0;624;São Paulo;Masculino;36;6;0;2;0;0; $352,65 
348327;08/10/2019;22;0;709;São Paulo;Masculino;37;7;0;1;1;0; $664,53 
348328;17/10/2019;13;0;557;Minas Gerais;Masculino;68;2;1001,9;1;1;1; $160,82 
348329;24/10/2019;6;0;646;Minas Gerais;Masculino;50;6;1453;2;1;1; $115,89 
348330;20/10/2019;10;0;719;Minas Gerais;Masculino;28;3;1060,7;2;1;1; $766,22 
348331;21/10/2019;9;0;706;Minas Gerais;Feminino;47;6;1206,2;1;1;1; $586,68 
348332;26/10/2019;4;0;660;São Paulo;Masculino;38;7;0;2;0;1; $610,77 
348333;27/10/2019;3;0;667;São Paulo;Masculino;36;9;0;2;1;1; $166,93 
348334;21/10/2019;9;0;705;São Paulo;Masculino;30;1;0;1;1;1; $755,42 
348335;05/10/2019;25;0;598;Minas Gerais;Feminino;27;10;1712,8;1;1;1; $350,57 
348336;21/10/2019;9;0;669;São Paulo;Masculino;26;4;0;2;1;1; $823,31 
348337;23/09/2019;37;1;580;Minas Gerais;Feminino;38;1;1282,2;1;1;0; $524,81 
348338;01/10/2019;29;0;676;São Paulo;Feminino;32;5;0;2;1;1; $314,44 
348339;01/10/2019;29;0;714;Minas Gerais;Masculino;28;7;777,8;1;1;0; $740,57 
348340;11/10/2019;19;0;597;Minas Gerais;Feminino;72;6;1249,8;2;1;1; $29,77 
348341;09/10/2019;21;0;559;São Paulo;Masculino;29;1;0;2;0;0; $648,50 
348342;10/10/2019;20;0;564;São Paulo;Feminino;28;1;0;1;1;1; $676,78 
348343;30/09/2019;30;0;850;Rio de Janeiro;Masculino;51;3;1098;2;1;1; $51,91 
348344;21/10/2019;9;0;689;São Paulo;Masculino;39;7;0;2;0;0; $62,15 
348345;05/07/2019;117;1;758;Minas Gerais;Feminino;61;8;1254;1;1;0; $759,10 
348346;26/10/2019;4;0;604;Rio de Janeiro;Feminino;71;10;0;2;1;1; $541,60 
348347;07/10/2019;23;0;733;Minas Gerais;Masculino;38;9;1113,5;2;0;1; $811,97 
348348;05/10/2019;25;0;778;Rio de Janeiro;Masculino;40;8;1042,9;2;1;1; $489,61 
348349;21/09/2019;39;1;732;Minas Gerais;Feminino;61;9;948,7;2;1;1; $656,37 
348350;04/10/2019;26;0;646;São Paulo;Masculino;24;8;0;2;0;0; $385,89 
348351;15/10/2019;15;0;597;São Paulo;Feminino;33;6;1357;2;0;0; $311,88 
348352;19/10/2019;11;0;821;Minas Gerais;Feminino;37;5;1064,5;2;0;1; $530,89 
348353;26/08/2019;65;1;640;São Paulo;Masculino;43;7;1324,1;1;0;0; $289,93 
348354;07/07/2019;115;1;511;Minas Gerais;Feminino;40;9;1244;1;1;0; $828,39 
348355;24/07/2019;98;1;805;São Paulo;Masculino;46;6;1180,2;3;1;0; $677,68 
348356;16/10/2019;14;0;540;Minas Gerais;Masculino;39;1;825,3;1;1;0; $475,39 
348357;05/09/2019;55;1;705;Rio de Janeiro;Masculino;44;0;1845,5;1;1;0; $286,92 
348358;18/10/2019;12;0;540;Minas Gerais;Masculino;39;4;1272,8;1;1;1; $67,29 
348359;26/10/2019;4;0;532;Rio de Janeiro;Feminino;66;3;0;1;1;1; $480,11 
348360;27/10/2019;3;0;535;São Paulo;Feminino;45;2;0;2;0;1; $710,92 
348361;04/10/2019;26;0;627;Minas Gerais;Masculino;23;5;1842,4;1;1;0; $429,58 
348362;25/07/2019;97;1;646;São Paulo;Masculino;52;8;596,7;1;0;0; $718,73 
348363;13/10/2019;17;0;515;São Paulo;Feminino;25;7;795,4;1;0;1; $161,55 
348364;14/10/2019;16;0;697;São Paulo;Feminino;39;6;1515,5;1;1;1; $187,28 
348365;26/10/2019;4;0;652;Minas Gerais;Masculino;27;2;1665,3;2;0;1; $608,37 
348366;18/10/2019;12;0;579;Minas Gerais;Masculino;28;6;1503,3;1;1;0; $606,49 
348367;09/10/2019;21;0;760;São Paulo;Masculino;43;8;1219,1;1;1;0; $805,47 
348368;29/10/2019;1;0;769;São Paulo;Masculino;51;9;1567,7;2;1;0; $167,74 
348369;27/10/2019;3;0;498;Rio de Janeiro;Masculino;29;8;1278,6;1;1;1; $194,49 
348370;04/07/2019;118;1;774;São Paulo;Masculino;53;4;1137,1;1;1;1; $641,20 
348371;20/10/2019;10;0;705;Minas Gerais;Feminino;43;7;799,7;1;1;1; $429,62 
348372;16/10/2019;14;0;648;São Paulo;Feminino;44;2;0;2;1;1; $244,38 
348373;08/07/2019;114;1;688;São Paulo;Feminino;51;5;0;1;1;0; $381,77 
348374;14/07/2019;108;1;592;Rio de Janeiro;Masculino;38;0;0;1;1;0; $274,94 
348375;09/10/2019;21;0;705;São Paulo;Masculino;33;3;1444,3;2;1;0; $474,35 
348376;11/10/2019;19;0;654;São Paulo;Masculino;42;7;992,6;1;1;1; $281,70 
348377;12/10/2019;18;0;624;São Paulo;Feminino;32;2;793,7;2;1;1; $606,13 
348378;04/10/2019;26;0;594;São Paulo;Feminino;30;10;0;2;1;1; $516,97 
348379;09/10/2019;21;0;695;Rio de Janeiro;Feminino;34;9;0;2;1;1; $281,26 
348380;12/10/2019;18;0;597;São Paulo;Masculino;28;2;0;3;1;1; $327,95 
348381;20/07/2019;102;1;758;São Paulo;Feminino;52;7;1251;1;1;0; $713,29 
348382;11/10/2019;19;0;737;Minas Gerais;Feminino;40;2;1624,9;2;1;0; $622,42 
348383;09/10/2019;21;0;694;Minas Gerais;Masculino;37;1;956,7;2;1;0; $418,06 
348384;24/10/2019;6;0;683;São Paulo;Masculino;25;4;0;2;1;0; $636,24 
348385;15/10/2019;15;0;538;Rio de Janeiro;Feminino;30;8;0;2;1;1; $171,64 
348386;18/10/2019;12;0;669;São Paulo;Masculino;37;4;0;1;1;0; $552,25 
348387;09/10/2019;21;0;730;São Paulo;Feminino;34;5;742;2;1;0; $403,65 
348388;02/10/2019;28;0;622;São Paulo;Feminino;31;1;896,9;1;1;1; $634,61 
348389;01/10/2019;29;0;714;Rio de Janeiro;Feminino;33;10;1031,2;2;1;1; $206,97 
348390;19/10/2019;11;0;569;Rio de Janeiro;Feminino;34;3;0;1;1;0; $558,32 
348391;15/10/2019;15;0;668;Minas Gerais;Feminino;59;5;1201,7;1;0;1; $210,23 
348392;23/10/2019;7;0;628;São Paulo;Masculino;32;9;1491,4;2;1;1; $68,34 
348393;28/10/2019;2;0;600;São Paulo;Masculino;40;1;1411,4;1;1;1; $282,52 
348394;25/10/2019;5;0;693;São Paulo;Feminino;43;4;1523,4;1;1;0; $38,51 
348395;04/10/2019;26;0;704;São Paulo;Masculino;36;7;1200,3;2;0;1; $419,17 
348396;07/10/2019;23;0;527;Rio de Janeiro;Masculino;33;9;1321,7;1;0;0; $411,39 
348397;16/10/2019;14;0;553;Minas Gerais;Masculino;43;6;852;2;1;1; $669,06 
348398;10/10/2019;20;0;575;Rio de Janeiro;Masculino;53;1;849;2;0;1; $108,40 
348399;19/10/2019;11;0;626;São Paulo;Feminino;32;0;0;2;0;0; $779,89 
348400;18/10/2019;12;0;582;São Paulo;Masculino;20;4;0;1;1;1; $232,35 
348401;12/10/2019;18;0;683;Rio de Janeiro;Masculino;40;8;0;1;1;0; $316,03 
348402;25/10/2019;5;0;850;São Paulo;Masculino;30;9;1215,4;1;0;0; $167,97 
348403;30/10/2019;0;0;653;Rio de Janeiro;Masculino;35;6;1166,6;2;1;1; $99,43 
348404;06/10/2019;24;0;679;São Paulo;Masculino;60;8;0;2;1;1; $214,09 
348405;04/10/2019;26;0;549;Minas Gerais;Feminino;49;6;1248,3;1;0;1; $389,80 
348406;13/10/2019;17;0;850;Rio de Janeiro;Feminino;36;2;1551,8;2;0;0; $705,90 
348407;05/10/2019;25;0;558;Minas Gerais;Feminino;32;1;1082,6;1;1;1; $28,90 
348408;05/10/2019;25;0;528;Rio de Janeiro;Masculino;40;4;0;2;1;0; $105,83 
348409;19/10/2019;11;0;801;São Paulo;Masculino;38;5;0;2;1;0; $276,07 
348410;29/08/2019;62;1;513;Rio de Janeiro;Masculino;48;2;0;1;1;1; $477,95 
348411;06/10/2019;24;0;666;Minas Gerais;Masculino;38;6;998,1;2;1;1; $659,82 
348412;21/10/2019;9;0;606;São Paulo;Masculino;35;2;1321,6;1;0;1; $686,73 
348413;14/09/2019;46;1;599;Minas Gerais;Masculino;45;10;1035,8;1;1;0; $550,53 
348414;21/10/2019;9;0;544;Minas Gerais;Masculino;39;4;1424,1;2;1;0; $610,99 
348415;04/08/2019;87;1;529;Rio de Janeiro;Masculino;38;7;998,4;2;1;0; $376,07 
348416;05/10/2019;25;0;850;São Paulo;Feminino;41;5;0;2;1;1; $145,11 
348417;17/10/2019;13;0;497;São Paulo;Masculino;41;9;0;1;0;0; $91,98 
348418;16/10/2019;14;0;764;São Paulo;Feminino;39;5;810,4;1;0;1; $457,52 
348419;26/07/2019;96;1;603;São Paulo;Feminino;48;5;0;1;1;0; $418,66 
348420;18/10/2019;12;0;609;São Paulo;Masculino;40;6;0;2;1;1; $405,90 
348421;20/08/2019;71;1;487;São Paulo;Masculino;53;4;1996,9;1;1;1; $100,87 
348422;11/10/2019;19;0;748;São Paulo;Masculino;33;1;1426,5;1;0;0; $288,05 
348423;23/10/2019;7;0;710;Rio de Janeiro;Feminino;75;5;0;2;1;1; $39,07 
348424;27/07/2019;95;1;432;Minas Gerais;Feminino;45;3;1102,2;1;1;0; $179,36 
348425;29/10/2019;1;0;534;Rio de Janeiro;Masculino;51;3;0;2;0;1; $86,90 
348426;30/10/2019;0;0;607;São Paulo;Masculino;25;3;0;2;0;0; $779,37 
348427;27/10/2019;3;0;551;Rio de Janeiro;Masculino;32;4;0;2;1;0; $222,59 
348428;01/10/2019;29;0;674;São Paulo;Masculino;45;7;1420,7;1;1;0; $154,22 
348429;16/10/2019;14;0;525;São Paulo;Feminino;25;6;0;2;1;0; $373,19 
348430;27/10/2019;3;0;645;Minas Gerais;Masculino;33;8;1495,6;1;0;0; $624,64 
348431;20/10/2019;10;0;755;São Paulo;Feminino;43;9;0;2;1;0; $75,28 
348432;06/10/2019;24;0;708;Minas Gerais;Masculino;37;8;1533,7;1;1;1; $112,13 
348433;17/10/2019;13;0;715;São Paulo;Masculino;21;6;764,7;1;1;1; $722,97 
348434;20/10/2019;10;0;727;São Paulo;Feminino;26;9;1215,1;1;1;1; $611,61 
348435;12/10/2019;18;0;559;Rio de Janeiro;Feminino;27;1;0;1;0;1; $4,38 
348436;03/07/2019;119;1;545;Rio de Janeiro;Masculino;36;8;732,1;2;1;0; $373,28 
348437;24/10/2019;6;0;524;São Paulo;Masculino;22;9;0;2;1;0; $310,02 
348438;16/10/2019;14;0;707;São Paulo;Feminino;55;1;0;2;0;1; $226,71 
348439;28/10/2019;2;0;671;Rio de Janeiro;Masculino;38;0;926,7;2;1;0; $15,20 
348440;08/07/2019;114;1;439;Rio de Janeiro;Masculino;52;3;962;4;1;0; $828,64 
348441;15/10/2019;15;0;667;Minas Gerais;Feminino;36;1;1143,9;1;1;1; $222,55 
348442;05/10/2019;25;0;831;Minas Gerais;Masculino;32;9;802,6;1;1;0; $811,95 
348443;01/10/2019;29;0;545;Rio de Janeiro;Feminino;33;7;1733,3;1;1;0; $626,89 
348444;18/10/2019;12;0;604;Rio de Janeiro;Feminino;35;7;1472,9;1;1;1; $240,86 
348445;06/10/2019;24;0;657;Rio de Janeiro;Masculino;67;5;1197,9;2;1;1; $448,06 
348446;20/10/2019;10;0;487;Rio de Janeiro;Feminino;36;1;1401,4;1;1;0; $808,64 
348447;11/07/2019;111;1;750;Minas Gerais;Feminino;52;6;1074,7;1;1;0; $525,97 
348448;20/07/2019;102;1;694;Minas Gerais;Feminino;37;8;982,2;2;1;0; $759,81 
348449;25/10/2019;5;0;711;Minas Gerais;Feminino;35;2;1336,1;1;1;1; $502,44 
348450;15/10/2019;15;0;551;São Paulo;Masculino;37;3;0;2;1;1; $210,74 
348451;24/10/2019;6;0;559;São Paulo;Feminino;38;8;951,4;1;1;1; $360,73 
348452;13/10/2019;17;0;620;São Paulo;Feminino;29;3;0;2;0;1; $639,13 
348453;28/10/2019;2;0;660;Rio de Janeiro;Masculino;42;5;0;2;1;0; $481,29 
348454;05/10/2019;25;0;449;São Paulo;Feminino;37;6;0;2;1;0; $342,40 
348455;17/10/2019;13;0;703;Minas Gerais;Feminino;26;1;973,3;1;1;0; $265,49 
348456;19/10/2019;11;0;795;Minas Gerais;Masculino;37;2;1392,7;2;1;1; $828,11 
348457;15/10/2019;15;0;594;São Paulo;Feminino;31;9;0;1;0;1; $23,83 
348458;16/10/2019;14;0;586;Rio de Janeiro;Masculino;34;5;1680,9;1;0;0; $83,58 
348459;20/10/2019;10;0;613;Minas Gerais;Feminino;30;5;1315,6;2;1;0; $711,00 
348460;19/10/2019;11;0;601;São Paulo;Masculino;44;3;0;2;1;0; $127,53 
348461;07/10/2019;23;0;657;São Paulo;Masculino;50;9;0;2;0;0; $154,88 
348462;04/10/2019;26;0;531;São Paulo;Masculino;31;3;0;1;1;1; $177,46 
348463;09/10/2019;21;0;621;Minas Gerais;Masculino;47;7;1073,6;1;1;1; $278,33 
348464;09/10/2019;21;0;782;São Paulo;Feminino;33;2;944,9;1;0;1; $424,44 
348465;21/10/2019;9;0;528;Minas Gerais;Feminino;29;9;1702,1;2;1;0; $205,35 
348466;04/09/2019;56;1;696;São Paulo;Masculino;52;6;1397,8;1;1;0; $114,36 
348467;24/10/2019;6;0;586;São Paulo;Feminino;35;7;0;2;1;0; $294,84 
348468;12/08/2019;79;1;626;Rio de Janeiro;Feminino;26;8;1486,1;3;0;1; $435,43 
348469;03/10/2019;27;0;498;São Paulo;Masculino;73;2;1702,4;2;1;1; $689,20 
348470;10/10/2019;20;0;691;São Paulo;Feminino;33;1;1283,1;1;1;1; $473,25 
348471;14/10/2019;16;0;568;São Paulo;Feminino;47;7;0;2;1;1; $191,58 
348472;07/10/2019;23;0;715;São Paulo;Feminino;35;3;0;1;1;1; $633,38 
348473;09/10/2019;21;0;680;Minas Gerais;Masculino;32;7;1754,5;1;0;1; $322,29 
348474;22/10/2019;8;0;802;Rio de Janeiro;Masculino;41;6;0;2;1;0; $197,18 
348475;17/10/2019;13;0;539;São Paulo;Feminino;22;0;1008,9;2;1;1; $161,55 
348476;12/10/2019;18;0;494;São Paulo;Masculino;69;9;933,2;1;1;1; $102,04 
348477;30/10/2019;0;0;594;Minas Gerais;Masculino;38;6;631,8;2;1;1; $60,28 
348478;06/10/2019;24;0;596;São Paulo;Masculino;33;2;1394,5;1;0;0; $263,09 
348479;19/10/2019;11;0;649;São Paulo;Feminino;52;8;491,1;1;1;0; $174,41 
348480;25/09/2019;35;1;699;Minas Gerais;Masculino;32;1;1239,1;3;1;1; $531,02 
348481;07/10/2019;23;0;787;São Paulo;Feminino;40;6;0;2;1;1; $350,63 
348482;09/10/2019;21;0;604;São Paulo;Masculino;28;7;0;2;0;0; $244,15 
348483;24/09/2019;36;1;489;Minas Gerais;Feminino;52;1;1314,4;1;1;0; $155,17 
348484;19/08/2019;72;1;651;São Paulo;Masculino;56;2;0;1;1;0; $477,18 
348485;03/09/2019;57;1;698;São Paulo;Masculino;57;6;1363,3;2;1;1; $302,29 
348486;14/07/2019;108;1;578;Minas Gerais;Feminino;38;4;1131,5;2;1;0; $736,30 
348487;13/10/2019;17;0;538;Rio de Janeiro;Feminino;42;9;0;1;0;0; $636,90 
348488;08/10/2019;22;0;696;São Paulo;Feminino;33;4;0;2;1;1; $305,72 
348489;16/10/2019;14;0;507;Minas Gerais;Feminino;46;8;1027,9;1;1;1; $293,02 
348490;16/10/2019;14;0;685;Rio de Janeiro;Masculino;34;6;832,6;1;0;0; $40,26 
348491;07/10/2019;23;0;705;Minas Gerais;Masculino;41;4;722,5;2;1;1; $593,81 
348492;10/10/2019;20;0;499;Minas Gerais;Feminino;29;6;1480,5;1;1;0; $494,27 
348493;13/10/2019;17;0;717;São Paulo;Feminino;76;9;1384,9;1;1;1; $285,00 
348494;07/10/2019;23;0;510;São Paulo;Masculino;63;8;0;2;1;1; $480,38 
348495;10/10/2019;20;0;632;São Paulo;Masculino;32;6;1115,9;1;1;1; $709,93 
348496;21/08/2019;70;1;668;Minas Gerais;Feminino;39;0;1221;1;1;0; $470,61 
348497;15/10/2019;15;0;744;Minas Gerais;Masculino;32;4;961,1;1;1;1; $332,55 
348498;21/10/2019;9;0;663;Minas Gerais;Masculino;42;7;1159,3;1;1;0; $82,76 
348499;20/10/2019;10;0;638;Minas Gerais;Feminino;37;7;1245,1;2;1;0; $660,88 
348500;19/09/2019;41;1;688;São Paulo;Feminino;54;9;0;1;1;0; $796,72 
348501;05/10/2019;25;0;588;Rio de Janeiro;Masculino;46;8;0;1;1;0; $258,05 
348502;01/09/2019;59;1;631;São Paulo;Masculino;33;7;0;1;1;1; $241,85 
348503;16/10/2019;14;0;687;Rio de Janeiro;Masculino;35;8;1009,9;2;1;0; $92,70 
348504;19/10/2019;11;0;599;São Paulo;Masculino;44;10;1185,8;1;1;1; $131,04 
348505;07/10/2019;23;0;718;Rio de Janeiro;Masculino;28;6;0;2;1;0; $611,98 
348506;18/10/2019;12;0;730;São Paulo;Masculino;27;5;0;2;1;1; $483,67 
348507;30/08/2019;61;1;533;São Paulo;Feminino;39;2;0;1;0;1; $306,96 
