CodCliente;CodJob;CodQuestao;DescQuestaoPOR;Resposta
23171485;3794;57625;Qual seu estado civil? ;2
23171485;3794;57627;Você tem filhos?;2
23171485;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23171485;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;5
23171485;3794;57791;Classe Social;5
23171485;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;7
23238317;3794;57625;Qual seu estado civil? ;2
23238317;3794;57627;Você tem filhos?;1
23238317;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23238317;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;7
23238317;3794;57791;Classe Social;3
23238317;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;9
23238339;3794;57625;Qual seu estado civil? ;2
23238339;3794;57627;Você tem filhos?;1
23238339;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23238339;3794;57791;Classe Social;5
23238339;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23238841;3794;57625;Qual seu estado civil? ;2
23238841;3794;57627;Você tem filhos?;1
23238841;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23238841;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23238841;3794;57791;Classe Social;4
23238841;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;5
23239024;3794;57625;Qual seu estado civil? ;1
23239024;3794;57627;Você tem filhos?;1
23239024;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23239024;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23239024;3794;57791;Classe Social;3
23239024;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23239041;3794;57625;Qual seu estado civil? ;1
23239041;3794;57627;Você tem filhos?;2
23239041;3794;57724;Você tem alguma atividade remunerada, mensal?;1
23239041;3794;57791;Classe Social;4
23239041;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23267910;3794;57625;Qual seu estado civil? ;4
23267910;3794;57627;Você tem filhos?;1
23267910;3794;57724;Você tem alguma atividade remunerada, mensal?;11
23267910;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23267910;3794;57791;Classe Social;5
23267910;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23318856;3794;57625;Qual seu estado civil? ;2
23318856;3794;57627;Você tem filhos?;1
23318856;3794;57724;Você tem alguma atividade remunerada, mensal?;10
23318856;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23318856;3794;57791;Classe Social;3
23318856;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;6
23341382;3794;57625;Qual seu estado civil? ;1
23341382;3794;57627;Você tem filhos?;1
23341382;3794;57724;Você tem alguma atividade remunerada, mensal?;10
23341382;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23341382;3794;57791;Classe Social;3
23341382;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;5
23353036;3794;57625;Qual seu estado civil? ;1
23353036;3794;57627;Você tem filhos?;1
23353036;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23353036;3794;57791;Classe Social;5
23353036;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23409022;3794;57625;Qual seu estado civil? ;2
23409022;3794;57627;Você tem filhos?;1
23409022;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23409022;3794;57791;Classe Social;6
23409022;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23409370;3794;57625;Qual seu estado civil? ;2
23409370;3794;57627;Você tem filhos?;1
23409370;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23409370;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;10
23409370;3794;57791;Classe Social;1
23409370;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;10
23409392;3794;57625;Qual seu estado civil? ;1
23409392;3794;57627;Você tem filhos?;1
23409392;3794;57724;Você tem alguma atividade remunerada, mensal?;10
23409392;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23409392;3794;57791;Classe Social;6
23409392;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23409511;3794;57625;Qual seu estado civil? ;1
23409511;3794;57627;Você tem filhos?;2
23409511;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23409511;3794;57791;Classe Social;5
23409511;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23409618;3794;57625;Qual seu estado civil? ;1
23409618;3794;57627;Você tem filhos?;2
23409618;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23409618;3794;57791;Classe Social;3
23409618;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23409771;3794;57625;Qual seu estado civil? ;2
23409771;3794;57627;Você tem filhos?;2
23409771;3794;57724;Você tem alguma atividade remunerada, mensal?;6
23409771;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;10
23409771;3794;57791;Classe Social;1
23409771;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;11
23409986;3794;57625;Qual seu estado civil? ;1
23409986;3794;57627;Você tem filhos?;1
23409986;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23409986;3794;57791;Classe Social;5
23409986;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;6
23410043;3794;57625;Qual seu estado civil? ;2
23410043;3794;57627;Você tem filhos?;1
23410043;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23410043;3794;57791;Classe Social;6
23410043;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23410090;3794;57625;Qual seu estado civil? ;2
23410090;3794;57627;Você tem filhos?;1
23410090;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23410090;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23410090;3794;57791;Classe Social;6
23410090;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23410231;3794;57625;Qual seu estado civil? ;2
23410231;3794;57627;Você tem filhos?;1
23410231;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23410231;3794;57791;Classe Social;3
23410231;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23410264;3794;57625;Qual seu estado civil? ;2
23410264;3794;57627;Você tem filhos?;2
23410264;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23410264;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23410264;3794;57791;Classe Social;3
23410264;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;6
23410297;3794;57625;Qual seu estado civil? ;1
23410297;3794;57627;Você tem filhos?;2
23410297;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23410297;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23410297;3794;57791;Classe Social;3
23410297;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23410421;3794;57625;Qual seu estado civil? ;1
23410421;3794;57627;Você tem filhos?;2
23410421;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23410421;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23410421;3794;57791;Classe Social;6
23410421;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23410503;3794;57625;Qual seu estado civil? ;1
23410503;3794;57627;Você tem filhos?;1
23410503;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23410503;3794;57791;Classe Social;6
23410503;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23410731;3794;57625;Qual seu estado civil? ;1
23410731;3794;57627;Você tem filhos?;1
23410731;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23410731;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23410731;3794;57791;Classe Social;6
23410731;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;5
23410921;3794;57625;Qual seu estado civil? ;1
23410921;3794;57627;Você tem filhos?;1
23410921;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23410921;3794;57791;Classe Social;4
23410921;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23411224;3794;57625;Qual seu estado civil? ;2
23411224;3794;57627;Você tem filhos?;1
23411224;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23411224;3794;57791;Classe Social;5
23411224;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23411235;3794;57625;Qual seu estado civil? ;1
23411235;3794;57627;Você tem filhos?;1
23411235;3794;57724;Você tem alguma atividade remunerada, mensal?;4
23411235;3794;57791;Classe Social;6
23411235;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23411377;3794;57625;Qual seu estado civil? ;1
23411377;3794;57627;Você tem filhos?;2
23411377;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23411377;3794;57791;Classe Social;3
23411377;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23411935;3794;57625;Qual seu estado civil? ;2
23411935;3794;57627;Você tem filhos?;1
23411935;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23411935;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23411935;3794;57791;Classe Social;4
23411935;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23412009;3794;57625;Qual seu estado civil? ;2
23412009;3794;57627;Você tem filhos?;1
23412009;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23412009;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23412009;3794;57791;Classe Social;6
23412009;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23412086;3794;57625;Qual seu estado civil? ;3
23412086;3794;57627;Você tem filhos?;2
23412086;3794;57724;Você tem alguma atividade remunerada, mensal?;10
23412086;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;7
23412086;3794;57791;Classe Social;5
23412086;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;7
23412206;3794;57625;Qual seu estado civil? ;2
23412206;3794;57627;Você tem filhos?;2
23412206;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23412206;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23412206;3794;57791;Classe Social;4
23412206;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23412272;3794;57625;Qual seu estado civil? ;1
23412272;3794;57627;Você tem filhos?;2
23412272;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23412272;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;99
23412272;3794;57791;Classe Social;5
23412272;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23412298;3794;57625;Qual seu estado civil? ;1
23412298;3794;57627;Você tem filhos?;1
23412298;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23412298;3794;57791;Classe Social;5
23412298;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;6
23412301;3794;57625;Qual seu estado civil? ;4
23412301;3794;57627;Você tem filhos?;1
23412301;3794;57724;Você tem alguma atividade remunerada, mensal?;4
23412301;3794;57791;Classe Social;4
23412301;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23412370;3794;57625;Qual seu estado civil? ;2
23412370;3794;57627;Você tem filhos?;1
23412370;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23412370;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23412370;3794;57791;Classe Social;4
23412370;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23412770;3794;57625;Qual seu estado civil? ;2
23412770;3794;57627;Você tem filhos?;1
23412770;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23412770;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;99
23412770;3794;57791;Classe Social;5
23412770;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23413086;3794;57625;Qual seu estado civil? ;1
23413086;3794;57627;Você tem filhos?;1
23413086;3794;57724;Você tem alguma atividade remunerada, mensal?;11
23413086;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23413086;3794;57791;Classe Social;5
23413086;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23413432;3794;57625;Qual seu estado civil? ;2
23413432;3794;57627;Você tem filhos?;1
23413432;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23413432;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;99
23413432;3794;57791;Classe Social;6
23413432;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23413444;3794;57625;Qual seu estado civil? ;1
23413444;3794;57627;Você tem filhos?;2
23413444;3794;57724;Você tem alguma atividade remunerada, mensal?;4
23413444;3794;57791;Classe Social;3
23413444;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23413602;3794;57625;Qual seu estado civil? ;1
23413602;3794;57627;Você tem filhos?;1
23413602;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23413602;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23413602;3794;57791;Classe Social;5
23413602;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;5
23413603;3794;57625;Qual seu estado civil? ;2
23413603;3794;57627;Você tem filhos?;1
23413603;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23413603;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23413603;3794;57791;Classe Social;4
23413603;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23413651;3794;57625;Qual seu estado civil? ;1
23413651;3794;57627;Você tem filhos?;1
23413651;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23413651;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23413651;3794;57791;Classe Social;6
23413651;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23413670;3794;57625;Qual seu estado civil? ;1
23413670;3794;57627;Você tem filhos?;1
23413670;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23413670;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23413670;3794;57791;Classe Social;5
23413670;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23414306;3794;57625;Qual seu estado civil? ;2
23414306;3794;57627;Você tem filhos?;1
23414306;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23414306;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;4
23414306;3794;57791;Classe Social;4
23414306;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23414801;3794;57625;Qual seu estado civil? ;1
23414801;3794;57627;Você tem filhos?;2
23414801;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23414801;3794;57791;Classe Social;3
23414801;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23414889;3794;57625;Qual seu estado civil? ;1
23414889;3794;57627;Você tem filhos?;1
23414889;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23414889;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;99
23414889;3794;57791;Classe Social;6
23414889;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23414894;3794;57625;Qual seu estado civil? ;2
23414894;3794;57627;Você tem filhos?;2
23414894;3794;57724;Você tem alguma atividade remunerada, mensal?;6
23414894;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23414894;3794;57791;Classe Social;4
23414894;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23415048;3794;57625;Qual seu estado civil? ;2
23415048;3794;57627;Você tem filhos?;1
23415048;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23415048;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23415048;3794;57791;Classe Social;3
23415048;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;6
23415094;3794;57625;Qual seu estado civil? ;2
23415094;3794;57627;Você tem filhos?;1
23415094;3794;57724;Você tem alguma atividade remunerada, mensal?;4
23415094;3794;57791;Classe Social;5
23415094;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23415330;3794;57625;Qual seu estado civil? ;1
23415330;3794;57627;Você tem filhos?;2
23415330;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23415330;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1
23415330;3794;57791;Classe Social;6
23415330;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23415413;3794;57625;Qual seu estado civil? ;1
23415413;3794;57627;Você tem filhos?;2
23415413;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23415413;3794;57791;Classe Social;6
23415413;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23415422;3794;57625;Qual seu estado civil? ;2
23415422;3794;57627;Você tem filhos?;1
23415422;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23415422;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23415422;3794;57791;Classe Social;3
23415422;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23415544;3794;57625;Qual seu estado civil? ;1
23415544;3794;57627;Você tem filhos?;2
23415544;3794;57724;Você tem alguma atividade remunerada, mensal?;3
23415544;3794;57791;Classe Social;4
23415544;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23415614;3794;57625;Qual seu estado civil? ;1
23415614;3794;57627;Você tem filhos?;1
23415614;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23415614;3794;57791;Classe Social;6
23415614;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1
23415761;3794;57625;Qual seu estado civil? ;1
23415761;3794;57627;Você tem filhos?;2
23415761;3794;57724;Você tem alguma atividade remunerada, mensal?;2
23415761;3794;57791;Classe Social;6
23415761;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23416018;3794;57625;Qual seu estado civil? ;1
23416018;3794;57627;Você tem filhos?;2
23416018;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23416018;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23416018;3794;57791;Classe Social;6
23416018;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23416229;3794;57625;Qual seu estado civil? ;2
23416229;3794;57627;Você tem filhos?;1
23416229;3794;57724;Você tem alguma atividade remunerada, mensal?;1
23416229;3794;57791;Classe Social;5
23416229;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
23416400;3794;57625;Qual seu estado civil? ;1
23416400;3794;57627;Você tem filhos?;2
23416400;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23416400;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23416400;3794;57791;Classe Social;6
23416400;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2
23416606;3794;57625;Qual seu estado civil? ;2
23416606;3794;57627;Você tem filhos?;2
23416606;3794;57724;Você tem alguma atividade remunerada, mensal?;4
23416606;3794;57791;Classe Social;6
23416606;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99
23416990;3794;57625;Qual seu estado civil? ;2
23416990;3794;57627;Você tem filhos?;1
23416990;3794;57724;Você tem alguma atividade remunerada, mensal?;8
23416990;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23416990;3794;57791;Classe Social;4
23416990;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4
23417215;3794;57625;Qual seu estado civil? ;1
23417215;3794;57627;Você tem filhos?;2
23417215;3794;57724;Você tem alguma atividade remunerada, mensal?;6
23417215;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3
23417215;3794;57791;Classe Social;4
23417215;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;6
23417293;3794;57625;Qual seu estado civil? ;1
23417293;3794;57627;Você tem filhos?;1
23417293;3794;57724;Você tem alguma atividade remunerada, mensal?;9
23417293;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2
23417293;3794;57791;Classe Social;5
23417293;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3
